INTERSECTION,CAMERA ID,ADDRESS,VIOLATION DATE,VIOLATIONS,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
PULASKI AND ARCHER,2153,5000 S ARCHER AVE,7/1/2014,2,1150501.819,1871162.312,41.80236597,-87.72357677,"(41.80236597333895, -87.72357676611004)"
ASHLAND AND ARCHER,2302,3100 S ARCHER AVENUE,7/31/2014,14,1166129.032,1884166.614,41.83773268,-87.66589445,"(41.83773267497158, -87.66589444999927)"
HARLEM AND BELMONT,1394,7200 W BELMONT AVE,10/1/2014,3,1127504.698,1920475.415,41.93810548,-87.80680955,"(41.93810547939496, -87.80680955240743)"
STATE AND 79TH,2654,1 E 79TH STREET,8/8/2014,32,1177680.114,1852598.313,41.7508521,-87.62446383,"(41.75085209551078, -87.62446383210285)"
CICERO AND HARRISON,2022,600 S CICERO AVENUE,8/28/2014,4,1144444.974,1896894.622,41.87309483,-87.74514387,"(41.873094832519136, -87.74514386884542)"
LAKE SHORE DR AND BELMONT,1412,3200 N LAKESHORE DRIV,7/21/2014,3,1173053.221,1921821.381,41.94090916,-87.63936916,"(41.94090916326764, -87.63936915995522)"
HOLLYWOOD AND SHERIDAN,1344,1000 W HOLLYWOOD AVE,7/23/2014,23,1168580.229,1938090.295,41.9856498,-87.65533581,"(41.98564979859328, -87.65533580655139)"
PULASKI AND DIVERSEY,1542,2800 N PULASKI ROAD,10/12/2014,4,1149200.725,1918332.223,41.93183103,-87.72712687,"(41.93183102561505, -87.72712687300454)"
STATE AND 79TH,2654,1 E 79TH STREET,7/20/2014,15,1177680.114,1852598.313,41.7508521,-87.62446383,"(41.75085209551078, -87.62446383210285)"
WESTERN AND NORTH,1853,2400 W NORTH AVE,8/5/2014,1,1160100.839,1910612.783,41.91042986,-87.68728422,"(41.91042986235867, -87.68728422050837)"
DAMEN AND 63RD,2702,6300 S DAMEN AVENUE,7/14/2014,2,1164069.408,1862830.277,41.77922692,-87.67405273,"(41.77922692069256, -87.67405273137854)"
WESTERN AND CHICAGO,1941,800 N WESTERN AVE,10/10/2014,3,1160220.968,1905277.507,41.89578696,-87.68699059,"(41.89578695485361, -87.68699058611217)"
LARAMIE AND FULLERTON,1424,5200 W FULLERTON AVENUE,8/26/2014,2,1141305.555,1915502.611,41.9242158,-87.75621076,"(41.92421579723144, -87.75621075458939)"
PULASKI AND DIVERSEY,1542,2800 N PULASKI ROAD,10/9/2014,1,1149200.725,1918332.223,41.93183103,-87.72712687,"(41.93183102561505, -87.72712687300454)"
ASHLAND AND DIVISION,1791,1200 N ASHLAND AVENUE,8/10/2014,8,1165466.997,1908083.767,41.90337747,-87.66764314,"(41.903377467566784, -87.66764314227497)"
KEDZIE AND 31ST,2134,3200 W 31ST STREET,7/1/2014,2,1155487.128,1883943.061,41.8373395,-87.70495056,"(41.83733950029648, -87.70495055800411)"
LAWRENCE AND WESTERN,1193,2400 W LAWRENCE AVENUE,7/30/2014,7,1159482.649,1931851.989,41.96872435,-87.68896873,"(41.96872434882172, -87.68896872699601)"
WESTERN AND CHICAGO,1941,800 N WESTERN AVE,8/12/2014,10,1160220.968,1905277.507,41.89578696,-87.68699059,"(41.89578695485361, -87.68699058611217)"
55TH and PULASKI,2242,5500 S PULASKI,7/28/2014,3,1150600.073,1867806.445,41.79315506,-87.72330377,"(41.793155060731024, -87.72330376464247)"
PULASKI AND CHICAGO,1983,4000 W CHICAGO AVENUE,7/10/2014,5,1149561.856,1905086.596,41.89547675,-87.72614436,"(41.89547675163723, -87.72614435991626)"
PULASKI AND ARMITAGE,1843,4000 W ARMITAGE AVENUE,8/25/2014,4,1149375.429,1913028.984,41.91727507,-87.72662275,"(41.91727506940875, -87.72662274644799)"
DAMEN AND FULLERTON,1662,2400 N DAMEN AVE,8/11/2014,3,1162574.443,1915955.082,41.92503801,-87.67804719,"(41.925038006410325, -87.67804719101314)"
CENTRAL AND FULLERTON,1442,2400 N CENTRAL AVENUE,8/13/2014,1,1138603.468,1915431.058,41.92406892,-87.76614121,"(41.92406892227644, -87.76614121413186)"
COLUMBUS AND ILLINOIS,1952,500 N COLUMBUS DRIVE,10/6/2014,2,1178372.808,1903693.06,41.89104457,-87.62037184,"(41.891044569124276, -87.620371839074)"
BROADWAY/SHERIDAN AND DEVON,1122,6400 N SHERIDAN ROAD,8/12/2014,3,1167087.151,1942658.705,41.99821792,-87.66069526,"(41.99821792053241, -87.6606952555721)"
LASALLE AND KINZIE,1923,140 W KINZIE,8/19/2014,2,1175048.098,1903028.895,41.88929722,-87.63260165,"(41.88929721947309, -87.63260164817305)"
LARAMIE AND FULLERTON,1421,2400 N LARAMIE AVENUE,7/22/2014,1,1141282.877,1915479.164,41.92415187,-87.75629466,"(41.92415187425276, -87.75629466175003)"
CICERO AND CHICAGO,1783,4800 W CHICAGO AVENUE,7/5/2014,6,1144175.291,1904916.255,41.89511222,-87.74593243,"(41.89511221857764, -87.74593242701515)"
CALIFORNIA AND DIVERSEY,1513,2800 W DIVERSEY,7/10/2014,3,1157212.543,1918526.674,41.9322054,-87.69767924,"(41.93220539506452, -87.6976792438691)"
HALSTED AND DIVISION,1714,800 W DIVISION,7/20/2014,11,1170767.828,1908259.644,41.90374556,-87.64816701,"(41.90374555734733, -87.64816701062779)"
CICERO AND PETERSON,1202,6000 N CICERO AVENUE,10/15/2014,4,1143247.734,1939479.343,41.98997392,-87.74847302,"(41.98997391514614, -87.74847302426933)"
HARLEM AND BELMONT,1394,7200 W BELMONT AVE,8/12/2014,2,1127504.698,1920475.415,41.93810548,-87.80680955,"(41.93810547939496, -87.80680955240743)"
71ST AND ASHLAND,2394,1600 W 71ST,9/21/2014,5,1166890.012,1857674.25,41.76501831,-87.66385923,"(41.76501830555763, -87.66385923012646)"
ELSTON AND FOSTER,1063,4932 W FOSTER AVENUE,9/12/2014,8,1142393.864,1934160.514,41.97539461,-87.7517466,"(41.975394608045924, -87.75174659886025)"
STONEY ISLAND AND 76TH,2631,7600 S STONY ISLAND A,7/12/2014,14,1188092.796,1854889.354,41.75689717,-87.58623429,"(41.75689717260223, -87.58623428506996)"
HOLLYWOOD AND SHERIDAN,1344,1000 W HOLLYWOOD AVE,8/31/2014,25,1168580.229,1938090.295,41.9856498,-87.65533581,"(41.98564979859328, -87.65533580655139)"
CENTRAL AND ADDISON,1683,5600 W ADDISON STREET,8/31/2014,1,1138349.663,1923416.022,41.9459851,-87.76687995,"(41.94598510430888, -87.76687995165918)"
WESTERN AND MARQUETTE,2672,6700 S WESTERN AVENUE,8/26/2014,9,1161488.748,1860134.788,41.77188403,-87.6835884,"(41.77188402771193, -87.68358840206334)"
ASHLAND AND DIVERSEY,1623,1600 W DIVERSEY PARKWA,10/15/2014,3,,,,,
HALSTED AND MADISON,1871,1 S HALSTED STREET,7/20/2014,10,1171092.393,1900234.542,41.88171706,-87.64721054,"(41.88171705561901, -87.64721053920604)"
KEDZIE AND 71ST,2352,7100 S KEDZIE AVENUE,9/23/2014,3,1156225.54,1857330.103,41.76429504,-87.70295716,"(41.764295036756856, -87.70295716211793)"
CICERO AND FULLERTON,1474,4800 W FULLERTON AVE,9/26/2014,1,1143967.571,1915568.505,41.92434704,-87.74642764,"(41.924347036010694, -87.74642763965628)"
MILWAUKEE AND DEVON,1274,6400 W DEVON AVENUE,8/9/2014,3,1132590.62,1942138.532,41.99746398,-87.78761024,"(41.99746398102873, -87.78761024341388)"
COLUMBUS AND ILLINOIS,1951,500 N COLUMBUS DRIVE,7/16/2014,11,1178372.808,1903693.06,41.89104457,-87.62037184,"(41.891044569124276, -87.620371839074)"
ROOSEVELT AND HALSTED,2233,800 W ROOSEVELT ROAD,8/1/2014,9,1171199.282,1894968.056,41.8672631,-87.64697269,"(41.86726309836901, -87.64697268601648)"
IRVING PARK AND NARRAGANSETT,1023,6400 W IRVING PK,10/5/2014,1,1132945.939,1925946.305,41.95302475,-87.78668324,"(41.95302475075328, -87.78668323766634)"
ASHLAND AND 87TH,2452,8700 S ASHLAND AVE,9/19/2014,4,1167150.47,1846991.212,41.73569699,-87.66320954,"(41.73569698863625, -87.66320954445679)"
119TH AND HALSTED,2402,11900 S HALSTED,10/5/2014,12,1173094.775,1825911.055,41.67772083,-87.64205185,"(41.67772082924762, -87.64205184498218)"
WESTERN AND TOUHY,1252,7200 N WESTERN AVENUE,7/6/2014,2,1158975.663,1947754.287,42.01237134,-87.69039392,"(42.012371334791766, -87.69039391737863)"
CENTRAL AND BELMONT,1602,3200 N CENTRAL AVENUE,9/16/2014,1,1138430.432,1920731.654,41.93861746,-87.7666483,"(41.938617463272884, -87.76664829683827)"
LINCOLN AND MCCORMICK,2751,6200 N LINCOLN AVENUE,8/9/2014,22,1152551.009,1941175.933,41.99445,-87.71420844,"(41.9944500041165, -87.71420843920934)"
ELSTON AND FOSTER,1063,4932 W FOSTER AVENUE,7/13/2014,1,1142393.864,1934160.514,41.97539461,-87.7517466,"(41.975394608045924, -87.75174659886025)"
PULASKI AND ARMITAGE,1844,4000 W ARMITAGE AVENUE,7/5/2014,4,1149375.429,1913028.984,41.91727507,-87.72662275,"(41.91727506940875, -87.72662274644799)"
WESTERN AND ARMITAGE,1861,2000 N WESTERN AVENUE,7/31/2014,2,1160006.667,1913226.418,41.91760382,-87.68755788,"(41.91760381794161, -87.68755787755686)"
ASHLAND AND LAWRENCE,1143,1600 W LAWRENCE AVENUE,7/27/2014,7,1164771.947,1931988.254,41.96898746,-87.66951631,"(41.96898745654617, -87.66951630654926)"
JEFFERY AND 95TH,2523,2000 E 95TH ST,8/19/2014,1,1191188.381,1842410.412,41.72257947,-87.57529252,"(41.722579473126416, -87.57529252250366)"
BROADWAY/SHERIDAN AND DEVON,1122,6400 N SHERIDAN ROAD,7/22/2014,9,1167087.151,1942658.705,41.99821792,-87.66069526,"(41.99821792053241, -87.6606952555721)"
AUSTIN AND ADDISON,1491,3600 N AUSTIN AVENUE,9/26/2014,1,1135691.6,1923335.967,41.94581322,-87.77665216,"(41.9458132146695, -87.77665216156436)"
ELSTON AND FOSTER,1062,5200 N ELSTON AVENUE,7/31/2014,1,1142327.864,1934110.318,41.9752581,-87.75199056,"(41.97525809526954, -87.75199055715778)"
CICERO AND WASHINGTON,1892,100 N CICERO AVENUE,10/3/2014,1,1144328.984,1900095.171,41.88187971,-87.74548925,"(41.88187970991601, -87.7454892473012)"
HOLLYWOOD AND SHERIDAN,1344,1000 W HOLLYWOOD AVE,7/25/2014,20,1168580.229,1938090.295,41.9856498,-87.65533581,"(41.98564979859328, -87.65533580655139)"
CHICAGO AND CLARK,1963,100 W CHICAGO AVENUE,7/16/2014,13,1175374.529,1905745.478,41.89674435,-87.63132125,"(41.896744346875806, -87.63132124815151)"
PULASKI AND LAWRENCE,1173,4000 W LAWRENCE AVENUE,9/6/2014,1,1148844.22,1931638.454,41.96835129,-87.72809167,"(41.96835128527914, -87.72809167198088)"
ELSTON AND IRVING PARK,1503,3700 W IRVING PARK ROA,9/2/2014,3,,,,,
<<<<<<< HEAD
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
